vessel,begin_date,end_date,begin_port_id,end_port_id
42,6/1/2019 8:27,6/20/2019 10:24,10,31
42,6/21/2019 17:44,7/7/2019 5:57,31,10
42,7/8/2019 4:31,7/23/2019 16:30,10,31
42,7/24/2019 23:54,8/6/2019 7:03,31,10
42,8/7/2019 10:31,8/10/2019 7:28,10,19
42,8/12/2019 17:50,8/20/2019 5:40,19,10
42,8/21/2019 7:30,9/1/2019 2:43,10,20
42,9/1/2019 23:48,9/14/2019 5:46,20,46
42,9/26/2019 1:30,10/7/2019 15:27,46,10
43,3/26/2019 6:06,4/29/2019 7:30,51,97
43,7/5/2019 9:45,8/6/2019 20:48,97,51
43,8/7/2019 20:53,9/18/2019 7:31,51,97
43,9/19/2019 8:57,10/31/2019 14:53,97,23
43,11/1/2019 23:48,11/25/2019 7:45,23,10
44,1/17/2019 10:33,2/25/2019 22:51,72,104
44,2/28/2019 13:59,3/11/2019 3:47,104,13
44,3/12/2019 6:43,3/28/2019 6:57,13,104
44,3/29/2019 9:54,4/10/2019 22:19,104,13
44,4/12/2019 4:16,4/26/2019 1:56,13,99
44,4/27/2019 7:31,5/7/2019 2:57,99,58
44,5/8/2019 2:57,5/17/2019 10:30,58,73
44,5/18/2019 10:29,6/6/2019 20:13,73,7
44,6/7/2019 18:59,6/22/2019 1:30,7,104
44,6/23/2019 10:31,7/7/2019 4:11,104,13
44,7/9/2019 4:30,8/6/2019 20:51,13,138
44,8/7/2019 20:53,10/9/2019 16:45,138,91
44,10/11/2019 1:32,11/8/2019 21:55,91,30
44,11/10/2019 0:58,11/23/2019 5:31,30,73
44,11/24/2019 6:58,12/9/2019 2:31,73,154
45,1/25/2019 1:50,2/6/2019 11:28,58,32
45,2/7/2019 7:57,2/21/2019 4:40,32,70
45,2/22/2019 4:59,3/21/2019 15:47,70,138
45,3/22/2019 12:46,4/23/2019 7:10,138,23
45,4/24/2019 4:16,5/29/2019 10:31,23,138
45,8/21/2019 18:59,9/23/2019 20:52,138,45
45,9/25/2019 16:31,10/20/2019 23:49,45,91
45,10/22/2019 4:31,11/16/2019 0:45,91,154
45,11/17/2019 0:52,11/30/2019 15:52,154,104
45,12/1/2019 21:47,12/14/2019 2:28,104,13
46,1/12/2019 4:44,1/21/2019 4:25,156,30
46,1/22/2019 7:02,2/16/2019 1:58,30,92
46,2/17/2019 1:59,2/25/2019 1:07,92,30
46,2/26/2019 1:47,3/8/2019 22:45,30,156
46,6/15/2019 2:51,6/24/2019 1:23,156,139
46,6/25/2019 1:26,7/7/2019 23:50,139,121
46,7/8/2019 20:49,8/1/2019 20:45,121,91
46,8/3/2019 4:30,8/22/2019 9:09,91,83
46,8/23/2019 14:50,9/6/2019 10:30,83,165
46,9/12/2019 8:46,10/8/2019 1:30,165,87
46,10/9/2019 14:58,10/19/2019 9:49,87,91
47,1/1/2019 16:38,1/16/2019 7:58,10,15
47,1/17/2019 19:50,2/24/2019 22:56,15,138
47,2/25/2019 19:45,3/14/2019 21:49,138,136
47,3/16/2019 0:50,3/25/2019 9:12,136,46
47,4/13/2019 18:59,5/18/2019 16:30,46,138
47,5/20/2019 5:44,6/4/2019 14:49,138,102
47,6/5/2019 13:34,6/14/2019 8:14,102,37
47,6/14/2019 23:47,6/24/2019 4:31,37,126
47,6/26/2019 2:54,7/27/2019 16:22,126,138
47,7/28/2019 20:51,8/10/2019 7:57,138,120
47,8/11/2019 9:59,8/25/2019 7:30,120,138
47,8/26/2019 10:32,10/24/2019 23:49,138,11
47,10/26/2019 1:30,11/29/2019 5:31,11,10
47,11/30/2019 8:30,12/5/2019 6:44,10,19
47,12/7/2019 21:48,12/15/2019 17:30,19,160
48,6/5/2019 8:56,6/14/2019 23:48,99,65
48,6/16/2019 7:30,6/28/2019 20:48,65,104
48,6/29/2019 23:47,7/11/2019 1:27,104,13
48,7/13/2019 2:56,7/25/2019 16:31,13,104
48,7/26/2019 17:55,8/7/2019 1:16,104,13
48,8/8/2019 1:25,8/21/2019 5:51,13,99
48,8/22/2019 7:31,9/13/2019 4:57,99,104
48,9/14/2019 5:01,10/22/2019 1:08,104,91
48,10/23/2019 5:43,11/13/2019 0:34,91,35
49,3/7/2019 22:57,4/8/2019 2:42,138,126
49,4/9/2019 22:14,6/7/2019 16:31,126,160
49,6/8/2019 18:59,6/21/2019 23:50,160,36
49,6/23/2019 1:31,7/9/2019 10:31,36,160
49,7/10/2019 18:59,7/24/2019 1:29,160,144
49,7/25/2019 7:32,8/14/2019 11:40,144,160
49,8/15/2019 11:50,8/31/2019 8:50,160,144
49,9/1/2019 13:32,9/17/2019 14:54,144,160
49,9/19/2019 8:57,10/1/2019 23:49,160,36
49,10/2/2019 23:54,10/16/2019 18:59,36,175
49,10/17/2019 23:54,11/5/2019 3:39,175,27
49,11/6/2019 9:53,11/19/2019 15:54,27,138
50,2/20/2019 22:59,4/11/2019 19:12,34,92
50,4/14/2019 18:02,4/19/2019 18:51,92,121
50,4/21/2019 1:25,4/30/2019 22:13,121,32
50,5/1/2019 23:49,5/23/2019 16:30,32,104
50,5/24/2019 23:55,6/3/2019 23:21,104,13
50,6/6/2019 1:18,6/19/2019 1:30,13,104
50,6/20/2019 2:54,7/10/2019 23:04,104,32
50,7/11/2019 18:42,8/13/2019 5:44,32,91
50,8/14/2019 11:30,8/29/2019 10:30,91,140
50,8/31/2019 4:31,9/18/2019 20:56,140,138
50,9/21/2019 17:57,11/1/2019 23:35,138,35
50,11/3/2019 5:56,11/13/2019 0:53,35,37
51,1/16/2019 21:54,2/13/2019 7:55,97,51
51,4/18/2019 20:43,5/22/2019 13:30,51,97
51,5/23/2019 13:32,6/19/2019 20:45,97,143
51,6/20/2019 20:48,7/15/2019 10:32,143,100
51,7/16/2019 17:50,7/28/2019 23:56,100,72
51,7/30/2019 2:54,10/21/2019 4:26,72,57
51,10/23/2019 16:25,11/24/2019 20:36,57,149
52,1/12/2019 10:58,2/2/2019 10:45,57,23
52,2/3/2019 4:45,3/26/2019 1:10,23,7
52,3/27/2019 0:44,4/14/2019 22:15,7,104
52,4/16/2019 1:23,4/30/2019 4:09,104,13
52,5/1/2019 23:48,5/13/2019 18:58,13,104
52,5/14/2019 20:54,5/27/2019 1:29,104,13
52,5/29/2019 2:49,6/6/2019 11:41,13,32
52,8/3/2019 23:53,8/17/2019 17:42,32,30
52,8/18/2019 23:55,8/29/2019 1:32,30,104
52,8/30/2019 2:50,9/24/2019 1:20,104,13
52,9/25/2019 20:58,10/6/2019 13:30,13,32
52,10/7/2019 13:32,10/14/2019 18:58,32,121
52,10/15/2019 20:49,11/7/2019 5:27,121,57
52,11/8/2019 8:30,12/12/2019 21:40,57,149
53,2/5/2019 16:42,2/18/2019 4:55,104,13
53,2/19/2019 7:59,3/5/2019 7:45,13,104
53,3/6/2019 10:53,3/22/2019 6:55,104,13
53,3/24/2019 6:59,4/9/2019 1:17,13,104
53,4/10/2019 6:26,4/24/2019 1:13,104,13
53,4/26/2019 2:49,5/6/2019 22:24,13,32
53,5/24/2019 2:49,6/16/2019 1:30,32,104
53,6/17/2019 2:48,6/29/2019 23:40,104,149
53,7/2/2019 20:50,7/12/2019 14:53,149,32
53,7/13/2019 14:54,7/25/2019 20:00,32,7
53,7/26/2019 18:59,8/24/2019 7:12,7,10
53,8/25/2019 8:48,9/7/2019 8:24,10,83
53,9/8/2019 11:26,9/11/2019 7:30,83,138
53,9/12/2019 13:31,10/18/2019 8:39,138,35
53,10/19/2019 20:51,11/23/2019 12:57,35,165
53,11/24/2019 18:57,12/10/2019 17:30,165,33
54,1/7/2019 13:59,2/1/2019 4:41,92,104
54,3/27/2019 9:45,4/29/2019 2:41,104,92
54,4/30/2019 20:04,5/7/2019 23:50,92,34
54,5/9/2019 1:30,5/30/2019 4:26,34,73
54,5/31/2019 5:40,6/14/2019 20:44,73,22
54,6/16/2019 1:16,7/27/2019 20:37,22,92
54,7/29/2019 11:45,8/10/2019 2:46,92,29
54,8/11/2019 7:17,8/16/2019 2:54,29,54
54,8/16/2019 23:53,9/25/2019 14:44,54,92
54,10/24/2019 17:09,11/7/2019 2:45,92,29
55,1/18/2019 7:57,1/30/2019 12:47,33,10
55,2/21/2019 16:53,3/31/2019 7:17,10,97
55,4/1/2019 16:01,4/11/2019 4:21,97,136
55,4/12/2019 10:25,4/27/2019 7:30,136,97
55,4/28/2019 7:26,5/18/2019 8:42,97,140
55,5/19/2019 11:51,5/24/2019 17:23,140,31
55,5/26/2019 5:44,6/10/2019 4:28,31,138
55,6/11/2019 5:50,8/12/2019 11:43,138,160
55,8/13/2019 16:33,8/25/2019 8:47,160,120
55,8/26/2019 8:48,9/6/2019 13:13,120,160
55,9/7/2019 17:44,9/18/2019 7:00,160,19
55,9/19/2019 23:47,9/24/2019 8:54,19,10
55,9/25/2019 10:32,10/7/2019 8:41,10,19
55,10/8/2019 14:57,10/23/2019 13:29,19,160
55,10/24/2019 13:32,11/27/2019 0:47,160,30
56,1/1/2019 4:59,1/16/2019 18:45,91,83
56,1/17/2019 19:57,2/19/2019 19:38,83,136
56,2/20/2019 22:57,3/7/2019 13:57,136,10
56,3/8/2019 16:57,3/22/2019 6:45,10,20
56,3/23/2019 6:47,4/2/2019 7:21,20,10
56,4/3/2019 19:25,4/16/2019 1:00,10,20
56,4/17/2019 1:11,4/27/2019 7:30,20,10
56,4/28/2019 10:27,5/10/2019 23:24,10,20
56,5/11/2019 18:59,6/1/2019 11:45,20,10
56,6/2/2019 8:47,6/18/2019 1:27,10,31
56,6/19/2019 23:49,7/2/2019 20:50,31,10
56,7/3/2019 18:57,7/19/2019 8:53,10,31
56,7/20/2019 23:50,8/1/2019 11:53,31,10
56,8/2/2019 13:30,8/8/2019 17:50,10,93
56,8/9/2019 18:59,9/1/2019 7:27,93,10
56,9/2/2019 7:30,9/14/2019 16:30,10,56
56,9/16/2019 5:15,9/20/2019 1:28,56,36
56,9/20/2019 23:49,10/2/2019 11:51,36,10
56,10/3/2019 11:54,10/18/2019 1:29,10,24
56,10/19/2019 10:30,11/1/2019 10:26,24,10
56,11/20/2019 6:46,12/4/2019 21:44,10,136
57,2/3/2019 1:59,4/18/2019 7:24,34,97
57,4/22/2019 10:19,5/28/2019 23:40,97,30
57,5/30/2019 5:56,6/15/2019 1:01,30,59
57,6/16/2019 3:50,7/13/2019 16:31,59,156
57,7/15/2019 1:32,7/25/2019 20:50,156,30
57,7/26/2019 23:53,8/10/2019 20:51,30,99
57,8/12/2019 2:53,9/4/2019 20:52,99,22
57,9/6/2019 4:31,9/18/2019 5:19,22,32
57,9/19/2019 8:56,10/20/2019 0:41,32,59
57,10/21/2019 11:54,11/6/2019 0:58,59,35
57,11/7/2019 9:07,11/12/2019 17:56,35,23
57,11/14/2019 3:44,12/13/2019 0:48,23,138
58,3/12/2019 0:50,4/5/2019 12:00,138,102
58,4/6/2019 13:24,4/21/2019 22:17,102,138
58,4/22/2019 18:59,5/5/2019 4:32,138,102
58,5/6/2019 4:30,5/27/2019 20:49,102,10
58,5/28/2019 18:59,6/9/2019 1:30,10,31
58,6/10/2019 6:34,6/28/2019 10:29,31,160
58,6/29/2019 11:55,7/14/2019 7:29,160,140
58,7/17/2019 4:30,7/29/2019 10:29,140,160
58,7/30/2019 11:52,8/16/2019 20:43,160,136
58,8/18/2019 2:55,9/2/2019 10:29,136,160
58,9/3/2019 14:57,11/15/2019 17:31,160,138
58,11/17/2019 0:51,11/30/2019 21:49,138,136
59,3/1/2019 1:50,4/6/2019 13:22,51,97
59,4/7/2019 13:26,5/6/2019 1:30,97,51
59,5/6/2019 20:48,6/9/2019 13:30,51,160
59,6/10/2019 14:44,6/30/2019 1:29,160,31
59,7/1/2019 18:57,7/19/2019 7:30,31,97
59,7/20/2019 8:56,8/9/2019 7:31,97,140
59,8/10/2019 7:31,8/19/2019 17:54,140,31
59,8/20/2019 23:55,9/15/2019 10:31,31,160
60,2/2/2019 13:59,2/21/2019 20:37,57,126
60,2/23/2019 4:53,5/22/2019 14:49,126,10
60,5/27/2019 17:47,7/22/2019 5:39,10,104
60,7/23/2019 8:51,8/6/2019 20:51,104,65
60,8/7/2019 23:57,8/22/2019 17:54,65,104
60,8/23/2019 20:43,9/10/2019 6:24,104,18
60,9/10/2019 22:49,10/12/2019 0:45,18,55
60,10/13/2019 5:43,11/15/2019 21:56,55,34
61,1/15/2019 1:58,2/3/2019 4:59,104,13
61,2/4/2019 1:47,3/4/2019 2:36,13,91
61,3/4/2019 13:45,3/27/2019 15:49,91,83
61,3/28/2019 21:46,4/3/2019 22:12,83,138
61,4/4/2019 22:16,5/5/2019 4:30,138,84
61,5/6/2019 16:33,5/28/2019 20:53,84,10
61,5/29/2019 23:47,7/12/2019 1:13,10,149
61,7/13/2019 20:53,8/25/2019 18:57,149,104
61,8/26/2019 23:55,9/13/2019 4:55,104,13
61,9/14/2019 5:00,11/11/2019 17:31,13,138
62,1/18/2019 1:59,1/27/2019 7:59,80,154
62,1/28/2019 7:59,3/3/2019 21:34,154,156
62,3/5/2019 19:37,3/15/2019 3:42,156,7
62,3/16/2019 0:49,5/1/2019 10:31,7,160
62,5/1/2019 17:56,5/2/2019 14:56,160,138
62,5/4/2019 7:31,5/29/2019 23:46,138,34
62,5/30/2019 23:56,7/9/2019 2:31,34,159
62,7/10/2019 4:37,7/18/2019 1:30,159,136
62,7/18/2019 17:48,7/26/2019 1:29,136,159
62,7/26/2019 23:50,8/5/2019 17:48,159,136
62,8/6/2019 20:51,9/6/2019 6:49,136,159
62,9/7/2019 17:42,9/15/2019 20:50,159,33
62,9/16/2019 23:57,9/26/2019 14:02,33,159
62,9/27/2019 12:03,10/5/2019 7:48,159,153
62,10/6/2019 5:44,10/16/2019 2:54,153,159
62,10/17/2019 2:52,10/28/2019 18:59,159,33
62,10/29/2019 20:48,11/6/2019 14:36,33,159
62,11/7/2019 15:46,11/15/2019 11:31,159,102
62,11/16/2019 11:30,11/18/2019 5:29,102,153
63,1/20/2019 7:53,2/22/2019 21:19,104,156
63,2/24/2019 1:10,5/7/2019 5:42,156,97
63,5/9/2019 7:32,5/16/2019 23:42,97,20
63,5/17/2019 23:54,6/3/2019 8:49,20,138
63,6/4/2019 14:51,6/16/2019 9:10,138,120
63,6/17/2019 9:57,6/30/2019 23:43,120,138
63,7/2/2019 1:32,7/14/2019 1:32,138,170
63,7/15/2019 1:32,8/3/2019 8:47,170,160
63,8/4/2019 10:32,9/3/2019 23:55,160,11
63,9/4/2019 23:57,10/6/2019 10:32,11,160
63,10/7/2019 13:31,10/20/2019 13:30,160,16
63,10/21/2019 13:31,11/2/2019 13:31,16,97
63,11/3/2019 18:59,11/16/2019 17:31,97,16
63,11/17/2019 17:31,11/27/2019 8:31,16,97
63,11/28/2019 8:27,12/10/2019 12:47,97,15
64,5/24/2019 20:25,7/22/2019 23:40,108,32
64,7/24/2019 1:15,8/25/2019 17:43,32,100
64,8/26/2019 20:51,9/4/2019 20:54,100,30
64,9/5/2019 23:48,10/10/2019 11:53,30,175
64,10/11/2019 18:59,11/10/2019 21:54,175,30
64,11/12/2019 0:59,12/25/2019 21:51,30,70
65,2/9/2019 16:52,3/7/2019 1:45,138,11
65,3/8/2019 4:57,5/12/2019 16:30,11,156
65,5/14/2019 4:31,5/24/2019 20:49,156,22
65,5/25/2019 20:45,6/18/2019 13:30,22,104
65,6/19/2019 18:59,7/31/2019 2:55,104,138
65,8/1/2019 4:31,8/15/2019 0:59,138,20
65,8/16/2019 2:54,8/28/2019 10:29,20,160
65,8/29/2019 13:09,9/15/2019 4:57,160,144
65,9/16/2019 5:16,9/17/2019 11:53,144,95
65,9/18/2019 8:55,10/7/2019 7:30,95,138
65,10/8/2019 18:59,12/1/2019 15:56,138,160
66,7/29/2019 23:51,9/7/2019 9:07,65,32
66,9/8/2019 9:05,10/8/2019 7:31,32,104
66,10/9/2019 8:50,10/19/2019 23:55,104,65
66,10/20/2019 23:56,10/30/2019 5:39,65,32
66,10/31/2019 4:30,11/18/2019 2:30,32,58
67,1/11/2019 3:15,2/3/2019 4:56,121,70
67,2/4/2019 4:59,2/21/2019 15:34,70,32
67,2/22/2019 16:56,3/20/2019 15:45,32,104
67,3/22/2019 23:56,4/3/2019 23:26,104,13
67,4/6/2019 1:21,4/20/2019 1:21,13,104
67,4/21/2019 7:31,5/3/2019 23:43,104,13
67,5/6/2019 1:18,5/16/2019 11:45,13,32
67,5/17/2019 11:47,6/9/2019 2:28,32,99
67,6/10/2019 1:30,6/24/2019 1:25,99,40
67,6/25/2019 1:20,7/7/2019 0:31,40,99
67,7/8/2019 1:32,7/15/2019 2:44,99,154
67,7/16/2019 5:50,7/24/2019 11:33,154,32
67,9/23/2019 4:24,10/20/2019 16:31,32,104
67,10/21/2019 20:57,11/21/2019 15:57,104,32
67,11/22/2019 17:31,12/6/2019 21:44,32,70
68,1/8/2019 13:58,1/21/2019 4:58,104,168
68,1/22/2019 7:54,2/8/2019 19:47,168,104
68,2/10/2019 1:54,2/27/2019 16:57,104,149
68,3/1/2019 1:59,3/14/2019 12:52,149,104
68,3/15/2019 15:56,4/2/2019 21:48,104,54
68,4/3/2019 22:21,4/19/2019 13:18,54,104
68,4/20/2019 16:30,5/10/2019 1:26,104,168
68,5/11/2019 7:14,5/25/2019 16:27,168,104
68,5/26/2019 20:49,6/16/2019 20:56,104,54
68,6/17/2019 20:43,7/11/2019 8:45,54,104
68,7/12/2019 11:51,7/24/2019 20:49,104,54
68,7/25/2019 20:50,8/7/2019 17:47,54,104
68,8/8/2019 17:50,8/22/2019 1:23,104,54
68,8/22/2019 20:57,9/5/2019 4:31,54,104
68,9/6/2019 8:56,9/22/2019 23:51,104,54
68,9/23/2019 23:30,10/16/2019 13:30,54,104
68,10/17/2019 17:59,10/29/2019 20:48,104,54
68,10/30/2019 20:55,11/2/2019 2:53,54,90
68,11/3/2019 5:05,11/8/2019 20:18,90,34
68,11/10/2019 0:58,11/25/2019 8:30,34,104
69,1/6/2019 4:59,1/20/2019 4:59,14,104
69,1/21/2019 7:59,1/31/2019 7:46,104,14
69,2/1/2019 7:59,2/13/2019 1:49,14,104
69,3/11/2019 20:50,3/24/2019 9:57,104,14
69,3/26/2019 3:59,4/10/2019 6:24,14,104
69,5/7/2019 13:31,5/17/2019 5:49,104,14
69,5/18/2019 4:29,5/28/2019 20:49,14,104
69,5/29/2019 23:47,6/9/2019 1:18,104,14
69,6/10/2019 1:02,6/21/2019 14:52,14,104
69,8/11/2019 1:32,8/22/2019 20:53,104,14
69,8/23/2019 23:48,9/6/2019 18:57,14,104
69,9/7/2019 20:49,9/17/2019 20:54,104,14
69,9/18/2019 20:56,9/30/2019 1:31,14,104
69,10/1/2019 4:31,10/11/2019 23:41,104,14
69,10/12/2019 23:27,10/23/2019 20:57,14,104
69,10/24/2019 23:49,11/4/2019 9:51,104,14
69,11/4/2019 21:53,11/18/2019 17:31,14,104
70,2/8/2019 10:46,2/19/2019 4:55,104,14
70,2/20/2019 4:59,3/4/2019 4:56,14,104
70,7/1/2019 14:50,7/11/2019 20:46,104,14
70,7/13/2019 1:19,7/22/2019 16:30,14,104
70,7/23/2019 17:43,8/3/2019 20:41,104,14
70,8/4/2019 20:48,8/16/2019 1:30,14,104
70,9/14/2019 4:59,9/25/2019 2:38,104,14
70,9/26/2019 1:24,10/8/2019 10:29,14,104
70,11/3/2019 18:59,11/14/2019 0:38,104,14
70,11/15/2019 0:37,11/26/2019 12:48,14,104
71,2/19/2019 1:59,6/8/2019 16:29,34,104
71,6/11/2019 4:32,6/25/2019 1:25,104,13
71,6/26/2019 2:54,7/8/2019 2:54,13,32
71,7/9/2019 4:31,7/18/2019 17:46,32,58
71,7/19/2019 23:40,7/31/2019 23:53,58,104
71,8/1/2019 23:55,8/20/2019 1:24,104,13
71,8/22/2019 4:22,9/1/2019 14:53,13,104
71,9/2/2019 17:45,9/23/2019 22:47,104,75
71,9/25/2019 5:45,10/5/2019 7:56,75,32
71,10/6/2019 8:48,10/21/2019 23:42,32,70
71,10/23/2019 1:31,11/3/2019 5:31,70,104
71,11/4/2019 8:53,11/21/2019 21:51,104,70
71,11/22/2019 21:51,12/13/2019 0:47,70,104
72,1/8/2019 7:56,1/18/2019 4:47,104,14
72,1/19/2019 4:36,2/4/2019 7:42,14,104
72,2/5/2019 7:52,2/16/2019 1:51,104,14
72,2/17/2019 1:59,3/1/2019 1:47,14,104
72,3/2/2019 4:55,3/12/2019 3:50,104,14
72,3/13/2019 3:58,3/22/2019 23:53,14,104
72,5/17/2019 1:33,5/27/2019 23:54,104,14
72,5/29/2019 0:48,6/7/2019 16:32,14,104
72,8/2/2019 14:53,8/14/2019 5:51,104,14
72,8/15/2019 5:42,8/24/2019 18:58,14,104
72,8/25/2019 23:53,9/5/2019 5:50,104,14
72,9/6/2019 3:44,9/19/2019 2:48,14,104
72,9/20/2019 5:55,9/30/2019 1:45,104,14
72,10/1/2019 20:45,10/13/2019 23:52,14,104
72,10/15/2019 4:30,10/25/2019 23:52,104,14
72,10/26/2019 23:33,11/8/2019 9:57,14,104
72,12/6/2019 9:46,12/17/2019 3:45,104,14
73,2/25/2019 4:56,3/10/2019 6:56,139,100
73,3/11/2019 12:57,4/1/2019 17:10,100,156
73,4/3/2019 0:00,4/14/2019 1:16,156,14
73,4/15/2019 1:16,5/3/2019 16:18,14,156
73,5/5/2019 1:31,5/15/2019 7:31,156,7
73,5/15/2019 18:59,8/10/2019 20:04,7,92
73,8/12/2019 7:40,9/5/2019 20:54,92,100
73,9/7/2019 7:30,10/5/2019 8:05,100,104
73,10/5/2019 20:53,11/11/2019 2:30,104,138
73,11/12/2019 17:30,11/26/2019 2:30,138,27
73,11/27/2019 5:31,12/16/2019 2:29,27,138
74,1/17/2019 19:46,2/15/2019 13:09,138,55
74,2/16/2019 16:37,4/5/2019 18:02,55,32
74,5/31/2019 17:57,8/4/2019 1:11,32,104
74,8/5/2019 4:31,8/16/2019 23:51,104,13
74,8/19/2019 1:19,9/2/2019 8:39,13,32
74,9/3/2019 10:23,9/13/2019 20:48,32,22
74,9/14/2019 20:51,9/28/2019 11:50,22,104
74,9/29/2019 10:31,10/19/2019 2:40,104,13
74,10/23/2019 1:31,11/18/2019 20:19,13,55
74,11/19/2019 21:49,12/16/2019 2:28,55,40
75,6/18/2019 2:51,11/5/2019 21:57,72,104
75,11/7/2019 14:32,11/20/2019 21:08,104,149
75,11/22/2019 0:57,12/6/2019 18:55,149,104
75,12/7/2019 21:48,12/18/2019 20:55,104,149
76,1/11/2019 7:59,1/26/2019 10:54,13,104
76,1/27/2019 13:56,2/20/2019 2:04,104,73
76,2/21/2019 7:39,3/12/2019 6:58,73,92
76,3/13/2019 9:33,3/18/2019 7:55,92,7
76,3/19/2019 0:50,3/28/2019 7:40,7,32
76,3/29/2019 9:39,4/23/2019 1:31,32,104
76,5/17/2019 23:54,5/29/2019 23:46,104,149
76,5/31/2019 20:57,6/19/2019 20:43,149,139
76,6/21/2019 2:55,7/6/2019 0:15,139,59
76,7/7/2019 1:32,7/21/2019 18:59,59,139
76,7/23/2019 1:32,8/7/2019 0:11,139,59
76,8/8/2019 1:32,8/25/2019 20:46,59,139
76,8/27/2019 1:32,11/22/2019 3:57,139,100
76,11/25/2019 8:30,12/6/2019 21:40,100,139
77,1/2/2019 16:56,1/12/2019 7:47,104,14
77,1/14/2019 4:59,1/25/2019 21:48,14,104
77,2/25/2019 16:45,3/7/2019 7:45,104,14
77,3/8/2019 7:59,3/19/2019 17:41,14,104
77,3/20/2019 18:48,3/30/2019 20:40,104,14
77,3/31/2019 22:22,4/13/2019 22:21,14,104
77,4/14/2019 22:16,4/26/2019 22:17,104,14
77,4/28/2019 1:11,5/9/2019 16:31,14,104
77,5/10/2019 18:57,5/20/2019 20:46,104,14
77,5/21/2019 20:53,6/4/2019 2:52,14,104
77,6/5/2019 5:51,6/15/2019 4:21,104,14
77,6/16/2019 4:29,6/27/2019 20:51,14,104
77,8/22/2019 17:54,9/1/2019 20:46,104,14
77,9/2/2019 20:00,9/16/2019 5:17,14,104
77,11/7/2019 2:31,11/18/2019 21:49,104,14
77,11/19/2019 21:50,12/1/2019 15:55,14,104
77,12/2/2019 18:45,12/13/2019 0:45,104,14
78,1/20/2019 1:59,2/1/2019 16:59,149,104
78,2/2/2019 16:58,3/13/2019 13:09,104,55
78,5/25/2019 8:02,6/21/2019 22:55,55,154
78,6/23/2019 1:30,7/17/2019 11:47,154,104
78,7/19/2019 1:31,7/30/2019 23:52,104,13
78,8/1/2019 2:42,8/12/2019 23:52,13,104
78,8/14/2019 2:49,9/16/2019 10:04,104,32
78,9/17/2019 11:54,10/15/2019 20:17,32,73
78,10/16/2019 18:59,10/27/2019 1:29,73,58
79,1/3/2019 7:57,1/15/2019 4:43,104,13
79,1/16/2019 7:59,1/27/2019 22:40,13,104
79,3/3/2019 7:57,3/16/2019 15:54,104,13
79,3/18/2019 6:32,3/30/2019 21:20,13,32
79,3/31/2019 22:22,4/28/2019 23:44,32,99
79,4/30/2019 2:52,5/11/2019 1:15,99,51
79,5/12/2019 1:31,5/30/2019 20:35,51,104
79,5/31/2019 23:44,6/11/2019 1:25,104,13
79,6/13/2019 4:11,6/25/2019 6:33,13,104
79,6/26/2019 11:51,7/16/2019 4:25,104,99
79,7/17/2019 5:55,8/4/2019 21:58,99,149
79,8/6/2019 20:51,8/19/2019 13:31,149,104
79,8/20/2019 23:55,9/8/2019 2:54,104,13
79,9/10/2019 6:24,12/5/2019 21:38,13,58
81,1/5/2019 19:59,1/14/2019 12:59,10,93
81,1/15/2019 18:11,1/27/2019 13:53,93,138
81,1/29/2019 1:45,2/4/2019 16:57,138,83
81,2/5/2019 22:50,2/13/2019 1:55,83,138
81,2/14/2019 1:58,3/26/2019 14:00,138,32
81,4/15/2019 3:59,5/4/2019 11:49,32,104
81,5/5/2019 16:32,5/20/2019 1:27,104,149
81,5/21/2019 20:53,6/6/2019 13:31,149,104
81,6/7/2019 18:59,6/19/2019 23:46,104,149
81,6/21/2019 20:48,7/5/2019 9:55,149,104
81,7/6/2019 10:32,7/18/2019 1:28,104,149
81,7/19/2019 20:54,8/28/2019 1:31,149,58
81,8/29/2019 1:33,9/14/2019 20:50,58,32
81,9/16/2019 5:17,10/11/2019 11:57,32,104
81,10/12/2019 17:53,10/24/2019 23:38,104,149
81,10/26/2019 20:48,11/21/2019 15:58,149,10
82,2/14/2019 7:55,2/25/2019 7:51,99,70
82,2/26/2019 22:59,3/29/2019 12:52,70,138
82,3/30/2019 19:16,4/12/2019 7:16,138,122
82,4/13/2019 7:23,5/3/2019 20:44,122,138
82,5/5/2019 7:31,5/28/2019 23:41,138,84
82,5/31/2019 2:41,6/5/2019 0:37,84,37
82,6/6/2019 1:29,7/3/2019 18:47,37,138
82,7/4/2019 14:51,8/25/2019 11:10,138,99
82,8/26/2019 14:57,9/3/2019 23:25,99,154
82,9/5/2019 1:27,9/22/2019 7:31,154,104
82,9/23/2019 11:54,10/11/2019 23:45,104,154
82,10/12/2019 23:51,10/23/2019 23:45,154,99
82,10/25/2019 4:30,11/5/2019 22:33,99,40
82,11/6/2019 20:01,12/2/2019 21:49,40,138
83,1/6/2019 4:57,1/16/2019 1:48,51,100
83,1/18/2019 1:48,1/29/2019 1:43,100,51
83,1/30/2019 4:56,2/28/2019 4:51,51,65
83,3/1/2019 9:57,3/14/2019 23:50,65,156
83,3/16/2019 15:02,3/29/2019 22:24,156,51
83,3/31/2019 1:24,4/16/2019 22:22,51,73
83,4/17/2019 22:26,4/27/2019 23:54,73,30
83,4/28/2019 23:56,5/9/2019 14:43,30,90
83,5/10/2019 10:24,6/3/2019 20:53,90,22
83,6/4/2019 20:55,6/18/2019 5:54,22,73
83,6/19/2019 3:56,7/4/2019 20:35,73,22
